NAF 1st Class,NAF 2nd Class,Description
8,,"Ils peuvent aussi être classés selon leur degré de pureté en silice et/ou selon leur granulométrie, leur caractère coquiller ou non, leur origine géographique ou hydrogéographique ou géologique"
8,,"Légers, les grains de sable peuvent être transportés sur de grandes distances dans l'eau par le courant, et sur terre, par saltation sous l'effet du vent, ou des tempêtes"
8,,Il existe des sables d'origine volcanique et aussi des sables calcaires.
8,,"Ils sont souvent d'origine détritique (issu de calcaires, coralliens et de coquilles de bivalves ou d'escargots notamment et/ou de marnes)"
8,,"mais peuvent aussi avoir parfois des origines directement biogéniques (c'est-à-dire être au moins en partie créés par le vivant, y compris végétal (dans ce dernier cas les grains sont dits « cytomorphes » (observés à la loupe binoculaire ou au microscope électronique, ils montrent (via leurs formes et couleurs) qu'ils ont été produits par des cellules racinaires qui se sont calcifiées ;"
8,,"Quand le sable est aggloméré par un « ciment » géologique (qui peut être d'origine calcaire, siliceuse, voire ferrugineuse) il forme une roche plus dure et compacte dénommée grès, généralement de couleur ocre à grise."
8,,Des chaos de grès peuvent émerger du substrat sableux (typiquement dans la forêt de Fontainebleau).
8,,La formation des grès a notamment été étudiée en France par Pierre Doignon et François Ellenberger mais son mécanisme est encore mal compris.
8,,"Le granulat (sable, graviers, charges minérales) est utilisé dans l'industrie manufacturière comme abrasif"
8,,"Il est également utilisé dans l'industrie du verre, des lentilles, miroirs, lasers, isolateurs, dans la technique de la fracturation hydraulique."
8,,"L'extraction du granulat est également une source de matières premières stratégiques comme les minéraux lourds (ilménite, zircon, rutile), le silicium, le thorium, le titane, l’uranium, etc."
8,,"Depuis l'invention du béton armé par Joseph Monier qui en a déposé les brevets dès 1870, ce matériau s'est imposé dans la construction grâce à ses performances techniques"
8,,un coût relativement bas par rapport à celui de la pierre.
8,,"L'essor de ce matériau s’articule en outre avec celui du capitalisme bancaire et de la grande industrie (en particulier la sidérurgie, les cimenteries et les constructeurs) qui ont permis sa diffusion mondiale, ainsi les deux tiers des constructions sont réalisées en béton armé en 2012"
8,,"le béton est composé de deux tiers de granulats (sable et graviers). Pour construire une maison de taille moyenne, il faut 100 à 300 tonnes de granulats, pour un bâtiment plus grand comme un hôpital ou un lycée, il en faut 20 000 à 40 000 tonnes, chaque kilomètre de voie ferrée nécessite 10 000 tonnes de granulats, et d’autoroute 30 000, enfin pour construire une centrale nucléaire, il faut 12 millions de tonnes"
8,,"Depuis 5 000 ans, les hommes ont extrait des roches (exploitation de mines, déforestation et extraction de granulats) de l'équivalent d'une montagne de 4 kilomètres de haut, 40 kilomètres de large et 100 kilomètres de long"
8,,"L'extraction de granulats (sables, graviers et galets) est majoritairement effectuée dans des carrières de sable et de gravier (granulats roulés) et de roches massives (granulats concassés, roches ornementales)."
8,,"Face à l'épuisement des ressources terrestres en granulats alluvionnaires et aux désordres engendrés par la surexploitation dans les fleuves et rivières (approfondissement du lit, déchaussement d'ouvrages d'art) dont l'apport en sédiments est deux fois inférieur à la consommation annuelle de sables et graviers"
8,,"les industriels se sont tournés vers des ressources de substitution, notamment les granulats marins"
8,,L'exploitation de sable marin s'est développée depuis les années 1970 et est en plein essor depuis.
8,,"Certains navires de drague peuvent pomper par jour entre 4 000 et 400 000 m3 de sable au fond de la mer, chaque drague équivalant à un investissement de l’ordre de 20 à 150 millions d’euros"
8,,"Le sable du désert, d'origine éolienne, n'est pas une alternative valable."
8,,Il est en effet inadéquat en construction et poldérisation à cause de sa granulométrie trop fine et trop ronde qui empêche les grains de s’agréger
8,,"Bien que l'analyse des principales ressources mondiales en sable se heurte à plusieurs difficultés méthodologiques, elles sont estimées à 120 millions de milliards de m3 en sable marin (un tiers du total des sédiments marins), soit environ 192 millions de milliards de tonnes."
8,,"L'inventaire des réserves exploitables dans le monde retient comme chiffre global que ces réserves correspondent à 2 % des ressources, soit 4 millions de milliards de tonnes"
8,,"Avec une production annuelle de sable et graviers comprise entre 30 et 50 milliards de tonnes, il reste, selon les estimations, 80 000 ans avant l'épuisement des réserves"
8,,"En France, les activités humaines sont telles que chaque personne consomme 18 kg de sable par jour"
8,,"Sur les 380 millions de tonnes de granulats consommés annuellement, seulement 7 millions sont d'origine marine en raison d'une réglementation très forte (code de l'environnement, code minier, étude d'impact environnemental)."
8,,"2 % des matériaux de construction proviennent des granulats marins, soit environ 7,5 millions de tonnes"
8,,"Bien que le prix à la tonne de ce matériau reste faible, le coût des granulats rendus chantier, après transport par camions, double généralement tous les 50 kilomètres, ce qui en fait une ressource locale qui est exploitée dans des gisements proximaux par rapport aux centres de consommation"
8,,"En creusant pour extraire les granulats d'une gravière, on baisse le niveau de la nappe phréatique qui l'alimente, ce qui a des impacts sur la capacité de stockage de l'eau souterraine et sur les infrastructures en surface (pont, route, chemin de fer)"
8,,Le dragage excessif de sable marin favorise l'intrusion de l'eau de mer dans les nappes souterraines et leur contamination par le sel
8,,"Le dragage intensif est à l'origine de la destruction d'habitat et de la fragmentation des écosystèmes fragiles, ce qui menace la biodiversité."
8,,"Ainsi, les tortues de mer qui pondent sur les plages de sable sont perturbées lorsque leurs sables sont exploités, l'impact est le même pour les Gavial du Gange qui sont en danger critique d'extinction"
8,,"L'extraction de sable de rivière et de mer provoque une augmentation de la turbidité dans l'eau, nuisant à la croissance d'organismes qui ont besoin de lumière, tels les coraux ou le phytoplancton, nourriture de nombreux poissons, d'où un impact négatif sur la pêche."
8,,"Cette turbidité a de plus des impacts négatifs dans certaines zones sensibles pour la pêche (frayères, nourriceries) et la conchyliculture"
